,,,,LANÇAMENTOS POR DATA DE PAGAMENTOS,,,,,,,,,,,,,,
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35714,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,74,TRANSFERENCIA DE ARQUIVOS,DARF,8/19/2022,8/19/2022,8/19/2022,513.80,0,0,0,0,513.80,IRRF -  N.F.: 74 - P R V CONSULTORIA E PARTICIPACOES S A,PESSOAL - PJ - ADMINISTRAÇÃO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35715,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,74,TRANSFERENCIA DE ARQUIVOS,DARF,8/19/2022,8/19/2022,8/19/2022,1592.76,0,0,0,0,1592.76,PCC -  N.F.: 74 - P R V CONSULTORIA E PARTICIPACOES S A,PESSOAL - PJ - ADMINISTRAÇÃO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004205,,LABOURTEC SERVICOS S.A.,,BORDERO, ,8/19/2022,8/19/2022,8/19/2022,120000.00,0,0,0,0,120000.00,EMPRESTIMO EM C/C,C/C - LABOURTEC
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35799,,TELEFONICA BRASIL S A (VIVO),,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,8/22/2022,8/22/2022,8/22/2022,159.99,0,0,0,0,159.99,CONTA CELULAR DR RICARDO GENIOLI,TELEFONIA MOVEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35775,,ID COM COMUNICACAO DIGITAL LTDA EPP,19982,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/22/2022,8/22/2022,8/22/2022,3500.00,0,0,0,0,3500.00,N.F. NO. 19982                         ,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35799,,MARIA NOBRE ATELIE DE COSTURA E LAVANDERIA EIRELI - ME,3297,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/22/2022,8/22/2022,8/22/2022,352.00,0,0,0,0,352.00,N.F. NO. 3297                           - LAVANDERIA,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35775,,ESPACIAL SUPRIMENTOS DE ESCRITORIO E INFORMATICA LTDA,821759,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/22/2022,8/22/2022,8/22/2022,1959.37,0,0,0,0,1959.37,N.F. NO. 821759                        ,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35775,,BRASFILTER IND COM LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/22/2022,8/22/2022,8/22/2022,88.12,0,0,0,0,88.12,MENSALIDADE FILTRO 07-2022,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35775,,ALERTE MAIS SISTEMAS DE INFORMÇAO LTDA ME,20087,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/22/2022,8/22/2022,8/22/2022,144.69,0,0,0,0,144.69,N.F. NO. 20087                         ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35775,,MARQUEZANI COMERCIO DE PRODUTOS PARA INFORMATICA LTDA,11514,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/22/2022,8/22/2022,8/22/2022,2869.30,0,0,0,0,2869.30,N.F. NO. 11514                         ,HARDWARE - AQUISIÇÃO E MAN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35775,,M SICCO SAÚDE OCUPACIONAL LTDA,309,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/22/2022,8/22/2022,8/22/2022,3772.55,0,0,0,0,3772.55,N.F. NO. 309                           ,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35775,,SOFTPLAN PLANEJAMENTO E SISTEMAS LTDA,459738,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/22/2022,8/22/2022,8/22/2022,895.51,0,0,0,0.03,895.48,"N.F. NO. 459738                         - SUPORTE TECNICO, MANUTENÇAO E OUTROS SERVIÇOS EM TI",SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35840,,ULTRAFARMA SAUDE EIRELI,78630,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/23/2022,8/23/2022,8/23/2022,163.98,0,0,0,0,163.98,DOCTO.LIB. NO. 78630 - PGTO - REMEDIOS ESCRITORIO,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35843,,CTE - CENTRO DE TREINAMENTO EMPRESARIAL LTDA,8128,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/24/2022,8/24/2022,8/24/2022,2815.50,0,0,0,0,2815.50,N.F. NO. 8128                           - PRESTACAO DE SERVIÇOS DE CONSULTORIA PARA PARTICIPÇAO NA REDE,PROGRAMA DE QUALIDADE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35869,,ALELO INSTITUICAO DE PAGAMENTO SA,3918,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/24/2022,8/24/2022,8/24/2022,14675.47,0,0,0,0,14675.47,DOCTO.LIB. NO. 3918 - PGTO VALE TRANSPORTE FUNC CRY REF 092022,PESSOAL - VALE TRANSPORTE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35799,,SOFTJEM TECNOLOGIA EM INFORMATICA LTDA.,1169,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/25/2022,8/25/2022,8/25/2022,600.00,0,0,0,0,600.00,N.F. NO. 1169                           - LICENCIAMENTO,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35799,,SENIOR SISTEMAS S/A,46860,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/25/2022,8/25/2022,8/25/2022,1237.57,0,0,0,0,1237.57,N.F. NO. 46860                          - CONTRATO DE MANUTENÇAO MEGA EMPRESARIAL 07-2022,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35799,,CLARO NXT TELECOMUNICACOES S/A,56990149,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,8/25/2022,8/25/2022,8/25/2022,333.34,0,0,25,0,358.34,N.F. NO. 56990149                       - PACOTE INTERNET TV DIGITAL 9º ANDAR,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35880,,BSSG MANUTENCAO EM SISTEMAS DE SEGURANCA LTDA ME,5819,TRANSFERENCIA DE ARQUIVOS,PIX C/C,8/25/2022,8/25/2022,8/25/2022,330.00,0,0,0,0,330.00,N.F. NO. 5819                          ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004201,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,,BORDERO, ,8/25/2022,8/25/2022,8/25/2022,21992.69,0,0,0,0,21992.69,PIS SOBRE FATURAMENTO 07-2022 ,(-) PIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004201,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,,BORDERO, ,8/25/2022,8/25/2022,8/25/2022,101504.70,0,0,0,0,101504.70,COFINS SOBRE FATURAMENTO 07-2022,(-) COFINS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35886,,ALELO INSTITUICAO DE PAGAMENTO SA,135,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/25/2022,8/25/2022,8/25/2022,60928.00,0,0,0,0,60928.00,DOCTO.LIB. NO. 135 - PGTO VALE REFEICAO CRY REF 092022,PESSOAL - VALE REFEIÇÃO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35881,,SUL AMERICA COMPANHIA DE SEGURO SAUDE,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/25/2022,8/25/2022,8/25/2022,1579.23,0,0,0,0,1579.23,PGTO PLANO ODONTO - FUNC CRY  082022,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35799,,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO SE,67337,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/25/2022,8/25/2022,8/25/2022,130.00,0,0,0,0,130.00,N.F. NO. 67337                         ,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35880,,LEBEN ENGENHARIA E CONSULTORIA DE OBRAS EM GERAL LTDA ,8,TRANSFERENCIA DE ARQUIVOS,PIX C/C,8/26/2022,8/26/2022,8/26/2022,15000.00,0,0,0,0,15000.00,N.F. NO. 8                             ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35911,,ARQUIVEI SERVIÇOS ON LINE LTDA,327249,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/26/2022,8/26/2022,8/26/2022,990.30,0,0,0,0,990.30,DOCTO.LIB. NO. 327249 - MENSALIDADE REF ANEXO NOTA SISTEMA SBS,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004300,,SIND. DA IND. DA CONSTR. CIVIL DE GRANDES ESTRUTURAS NO ESTA,,BORDERO, ,8/26/2022,8/26/2022,8/26/2022,159.00,0,0,0,0,159.00,SEMINARIO TECNOLOGIA DE ESTRUTURAS E FUNDAÇOES KATO,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35881,,SIND. DA IND. DA CONSTR. CIVIL DE GRANDES ESTRUTURAS NO ESTA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/26/2022,8/26/2022,8/26/2022,159.00,0,0,0,0,159.00,23º SEMINARIO TECNOLOGIA DE ESTRUTURAS E FUNDAÇOES JULIANA DIAS  ,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35881,,CTE - CENTRO DE TECNOLOGIA DE EDIFICACOES LTDA,18697,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/29/2022,8/29/2022,8/29/2022,4457.87,0,0,0,0,4457.87,N.F. NO. 18697                         ,PROGRAMA DE QUALIDADE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35881,,NEOCODE SOFTWARE LTDA ME ,115,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/29/2022,8/29/2022,8/29/2022,506.00,0,0,0,0,506.00,N.F. NO. 115                            - ASSINATURA NEOCODE ACTIVITIES,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35926,,KABUM COMERCIO ELETRONICO S A,290820,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/29/2022,8/29/2022,8/29/2022,857.08,0,0,0,0,857.08,DOCTO.LIB. NO. 290820 - CELULAR GALAXY A03 ,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004537,,MMOMESSO INDUSTRIA E COMERCIO LTDA,4943,BORDERO, ,8/29/2022,8/29/2022,8/29/2022,1650.00,0,0,0,0,1650.00,N.F. NO. 4943                          ,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004400,,RYPE PARTICIPACOES E EMPREENDIMENTOS LTDA,,BORDERO, ,8/29/2022,8/29/2022,8/29/2022,64000.00,0,0,0,0,64000.00,EMPRESTIMO NESTA DATA ,C/C -  COM RYPE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35880,,GPBR PARTICIPAÇÕES LTDA,,TRANSFERENCIA DE ARQUIVOS,PIX C/C,8/29/2022,8/29/2022,8/29/2022,485.50,0,0,0,0,485.50,REPASSE DOS COLABORADORES ,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35881,,COPIAS & SERVICOS PINHEIROS LTDA,75004,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/30/2022,8/30/2022,8/30/2022,2130.05,0,0,0,0,2130.05,N.F. NO. 75004                         ,COPIADORAS E GRÁFICAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35881,,ASTEL LINE TELECOMUNICAÇOES LTDA EPP,21256,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/30/2022,8/30/2022,8/30/2022,180.00,0,0,0,0,180.00,N.F. NO. 21256                         ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35913,,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO SE,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/30/2022,8/30/2022,8/30/2022,1421.99,0,0,0,0,1421.99,PGTO SECONSI FUNCIONÁRIOS CRY 08.2022,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35881,,RAIA DROGASIL S A,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,8/30/2022,8/30/2022,8/30/2022,779.53,0,0,0,0,779.53,PGTO FARMARCIA FUNC CRY,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35948,,BSSG MANUTENCAO EM SISTEMAS DE SEGURANCA LTDA ME,5821,TRANSFERENCIA DE ARQUIVOS,PIX C/C,8/31/2022,8/31/2022,8/31/2022,180.00,0,0,0,0,180.00,N.F. NO. 5821                          ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35881,,AUTODOC PROCESSAMENTO DE DADOS LTDA,185259,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/31/2022,8/31/2022,8/31/2022,568.25,0,0,0,0,568.25,N.F. NO. 185259                        ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35881,,AUTODOC PROCESSAMENTO DE DADOS LTDA,186664,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,8/31/2022,8/31/2022,8/31/2022,6528.60,0,0,0,0,6528.60,N.F. NO. 186664                        ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004414,,RYPE PARTICIPACOES E EMPREENDIMENTOS LTDA,,BORDERO, ,8/31/2022,8/31/2022,8/31/2022,70000.00,0,0,0,0,70000.00,EMPRESTIMO CONTA CORRENTE NESTA DATA ,C/C -  COM RYPE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35913,,TELEFONICA BRASIL S A (VIVO),270661740,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/1/2022,9/1/2022,9/1/2022,1593.97,0,0,0,0,1593.97,N.F. NO. 270661740                      - REF SERVIÇO DE TELEFONIA FIXA,TELEFONIA FIXA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35913,,MARQUEZANI COMERCIO DE PRODUTOS PARA INFORMATICA LTDA,11555,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/1/2022,9/1/2022,9/1/2022,345.00,0,0,0,0,345.00,N.F. NO. 11555                         ,SUPRIMENTOS INFORMATICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35913,,SAN BABILA CAFE LTDA EPP,26017,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/1/2022,9/1/2022,9/1/2022,1448.70,0,0,0,0,1448.70,N.F. NO. 26017                          - CAFE TORRADO,ALIMENTAÇÃO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35913,,ESTACIONAMENTOS TREVO LTDA,4716,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/1/2022,9/1/2022,9/1/2022,1699.98,0,0,0,0,1699.98,N.F. NO. 4716                          ,VEICULOS - OUTRAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35913,,SABER INSTITURO BRASILEIRO DE APRENDIZAGEM ,102040,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/1/2022,9/1/2022,9/1/2022,465.44,0,0,0,0,465.44,N.F. NO. 102040                        ,PESSOAL - MENOR APRENDIZ
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35913,,NUBE NÚCLEO BRASILEIRO DE ESTÁGIOS LTDA,1142808,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/1/2022,9/1/2022,9/1/2022,320.00,0,0,0,0,320.00,N.F. NO. 1142808                       ,PESSOAL - MENOR APRENDIZ
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35913,,SABER INSTITURO BRASILEIRO DE APRENDIZAGEM ,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/1/2022,9/1/2022,9/1/2022,4307.88,0,0,0,0,4307.88,MENOR APRENDIZ ,PESSOAL - MENOR APRENDIZ
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35958,,LABORATORIO DE PATOLOGIA CIRURGICA DE SAO PAULO,48532,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/1/2022,9/1/2022,9/1/2022,209.77,0,0,0,0,209.77,N.F. NO. 48532                         ,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35913,,NUBE NÚCLEO BRASILEIRO DE ESTÁGIOS LTDA,1142807,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/1/2022,9/1/2022,9/1/2022,546.00,0,0,0,0,546.00,N.F. NO. 1142807                       ,PESSOAL - ESTAGIARIOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35958,,TELEFONICA BRASIL S A (VIVO),27275228,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,9/5/2022,9/5/2022,9/5/2022,454.98,0,0,0,0,454.98,N.F. NO. 27275228                       - INTERNET FIBRA BANDA LARGA 600 MB,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35958,,MARQUEZANI COMERCIO DE PRODUTOS PARA INFORMATICA LTDA,11577,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/5/2022,9/5/2022,9/5/2022,898.00,0,0,0,0,898.00,N.F. NO. 11577                         ,HARDWARE - AQUISIÇÃO E MAN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35958,,SOLO NETWORK BRASIL S.A.,75450,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/5/2022,9/5/2022,9/5/2022,33221.32,0,0,0,0,33221.32,N.F. NO. 75450                          - ASS 10 LICENÇAS AUTOCAD LT A SS 2 LICENCAS AUTOCAD 3D,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004416,,R.A. TECNOLOGIA E COMERCIO LTDA,120,BORDERO, ,9/5/2022,9/5/2022,9/5/2022,15245.00,0,0,0,0,15245.00,N.F. NO. 120                            - UPGRADE BIM COLLAB 70 USUARIOS,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36010,,K.R.S. PRADO TECNOLOGIA DA INFORMAÇÃO EIRELI,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/5/2022,9/5/2022,9/5/2022,12815.44,0,0,0,0,12815.44,SERVIÇO DE HOSPEDAGEM E SUPORTE A SERVIDORES ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36010,,K.R.S. PRADO TECNOLOGIA DA INFORMAÇÃO EIRELI,65,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/5/2022,9/5/2022,9/5/2022,8000.00,0,0,0,0,8000.00,N.F. NO. 65                            ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36010,,K.R.S. PRADO TECNOLOGIA DA INFORMAÇÃO EIRELI,66,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/5/2022,9/5/2022,9/5/2022,5000.00,0,0,0,0,5000.00,N.F. NO. 66                            ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36010,,SBS COMERCIO E INFORMATICA LTDA,5901,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/5/2022,9/5/2022,9/5/2022,6129.61,0,0,0,0,6129.61,N.F. NO. 5901                          ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004950,,SFB CONSULTORIA CONTABIL E FISCAL LTDA,560,BORDERO, ,9/5/2022,9/5/2022,9/5/2022,4328.73,0,0,0.01,0,4328.74,N.F. NO. 560                           ,AUDITORIA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36010,,AMERICANAS S.A.,406667,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/5/2022,9/5/2022,9/5/2022,199.80,0,0,0,0,199.80,DOCTO.LIB. NO. 406667 - FILTRO PARA PURIFICADOR DE AGUA RH ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004460,,FOLHA DE PAGAMENTO,,BORDERO, ,9/5/2022,9/5/2022,9/5/2022,175652.00,0,0,0,0,175652.00,PAGTO SALARIOS FOPAG 08.2022 CRY,PESSOAL - SALARIOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35958,,DOARE SERVIÇOS FINANCEIROS LTDA ME,5096,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/6/2022,9/6/2022,9/6/2022,530.00,0,0,0,0,530.00,DOCTO.LIB. NO. 5096 - PGTO - MANUTENCAO PLATAFORMA DOACOES,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36042,,BANCO ITAU S/A,,TRANSFERENCIA DE ARQUIVOS,FGTS-GRF/GRRF/GRDE,9/6/2022,9/6/2022,9/6/2022,30915.13,0,0,0,0,30915.13,BOLETO FGTS FOPAG 08.2022,PESSOAL - FGTS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,35958,,EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,36201,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/6/2022,9/6/2022,9/6/2022,9909.46,0,0,0,0.01,9909.45,N.F. NO. 36201                         ,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36051,,MARIA NOBRE ATELIE DE COSTURA E LAVANDERIA EIRELI - ME,3299,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/8/2022,9/8/2022,9/8/2022,364.00,0,0,0,0,364.00,N.F. NO. 3299                          ,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36010,,J J M SERVICOS EM REPARTICOES PUBLICAS LTDA,2402,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,9/8/2022,9/8/2022,9/8/2022,374.00,0,0,0,0,374.00,N.F. NO. 2402                          ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022004434,,MARIANA GOMES SEMEDO,,BORDERO, ,9/8/2022,9/8/2022,9/8/2022,5040.30,0,0,0,0,5040.30,PGTO FERIAS MARIANA GOMES MACEDO CRY,PESSOAL - FÉRIAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36051,,SIND. DOS TRABALHADORES NAS IND.S DA CONSTR. CIVIL DE SAO PA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/8/2022,9/8/2022,9/8/2022,698.94,0,0,0,0,698.94,BOLETO  PGTO CONTRIBUIÇÃO ASSISTENCIAL FUNC. FOPAG 08.2022,PESSOAL - CONTRIBUIÇÕES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36071,,99TAXIS DESENVOLVIMENTO DE SOFTWARE LTDA,57096,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/9/2022,9/9/2022,9/9/2022,241.00,0,0,0,0,241.00,N.F. NO. 57096                          - SERVIÇO DE UTILIZAÇAO DE TAXIS PERIODO 01/08/2022 A 31/08/2022,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36011,,MARELU PARTICIPACOES LTDA,,TRANSFERENCIA DE ARQUIVOS,PIX C/C,9/9/2022,9/9/2022,9/9/2022,10450.94,0,0,0,0,10450.94,ALUGUEL REF UNIDADES 101/102/103 10 ANDAR - COM REAJUSTE. - 6 de 12,ALUGUEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36071,,SIND. DOS TRABALHADORES NAS IND.S DA CONSTR. CIVIL DE SAO PA,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,9/9/2022,9/9/2022,9/9/2022,320.00,0,0,0,0,320.00,BOLETO  MENSALIDADE ASSOCIATIVA 08.2022 CRY,PESSOAL - CONTRIBUIÇÕES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,36071,,99TAXIS DESENVOLVIMENTO DE SOFTWARE LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,9/9/2022,9/9/2022,9/9/2022,7331.09,0,0,0,0,7331.09,SERVIÇO DE UTILZIAÇAO DE TAXIS PERIODO 01/08 A 31/08,VEICULOS - OUTRAS
